Dag,2021/09/15_laag,2021/09/15_hoog,2021/11/03_laag,2021/11/03_hoog,2021/11/15_laag,2021/11/15_hoog,2021/12/21_laag,2021/12/21_hoog,2022/01/20_laag,2022/01/20_hoog,2022/01/26_laag,2022/01/26_hoog,LCPS_7_dgn_gem
10/5/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.28571429
10/6/2021,18.81051176,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41
10/7/2021,#N/A,73.68421053,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42
10/8/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.14285714
10/9/2021,#N/A,81.1634349,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.57142857
10/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.28571429
10/11/2021,17.98063624,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.71428571
10/12/2021,#N/A,88.64265928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.85714286
10/13/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.71428571
10/14/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.28571429
10/15/2021,#N/A,94.73684211,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.57142857
10/16/2021,18.53388658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.71428571
10/17/2021,#N/A,101.6620499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.71428571
10/18/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.57142857
10/19/2021,#N/A,108.033241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.28571429
10/20/2021,17.70401107,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.28571429
10/21/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.28571429
10/22/2021,#N/A,116.3434903,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.28571429
10/23/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,82.14285714
10/24/2021,#N/A,123.8227147,#N/A,145.4545228,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,86.85714286
10/25/2021,17.15076072,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90
10/26/2021,#N/A,129.9168975,#N/A,160.3896151,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,96.28571429
10/27/2021,#N/A,#N/A,103.8960979,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100.4285714
10/28/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,109.8571429
10/29/2021,#N/A,138.5041551,#N/A,168.1818109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114.2857143
10/30/2021,17.42738589,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,119.7142857
10/31/2021,#N/A,#N/A,111.6882936,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,126.7142857
11/1/2021,#N/A,145.7063712,#N/A,179.2207876,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,133.8571429
11/2/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,146.2857143
11/3/2021,#N/A,#N/A,#N/A,#N/A,#N/A,199.3315525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,153.1428571
11/4/2021,17.15076072,#N/A,#N/A,195.4545495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,152
11/5/2021,#N/A,155.9556787,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,154.7142857
11/6/2021,#N/A,#N/A,114.2857041,#N/A,148.7967851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,162.5714286
11/7/2021,#N/A,#N/A,#N/A,220.7792124,#N/A,217.3796797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,166.1428571
11/8/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,170.4285714
11/9/2021,16.87413555,161.4958449,#N/A,243.5064827,152.0053508,233.0213937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,172.8571429
11/10/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,175.1428571
11/11/2021,#N/A,#N/A,113.6363693,267.5324583,#N/A,247.0588248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,182.4285714
11/12/2021,#N/A,#N/A,#N/A,#N/A,#N/A,261.8983974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,190.5714286
11/13/2021,#N/A,167.3130194,#N/A,294.1558443,151.6042911,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,195.4285714
11/14/2021,16.87413555,#N/A,#N/A,#N/A,#N/A,274.3315566,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,198.8571429
11/15/2021,#N/A,#N/A,#N/A,314.2857041,#N/A,285.5614982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,208.1428571
11/16/2021,#N/A,#N/A,#N/A,334.4155818,148.7967851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,214
11/17/2021,#N/A,#N/A,114.9350389,#N/A,#N/A,298.3957226,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,226.5714286
11/18/2021,#N/A,#N/A,#N/A,359.7402625,#N/A,309.6256697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,232.2857143
11/19/2021,17.70401107,174.7922438,#N/A,#N/A,#N/A,319.6524046,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,238.4285714
11/20/2021,#N/A,#N/A,#N/A,381.1688276,143.9839585,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,251.2857143
11/21/2021,#N/A,#N/A,#N/A,#N/A,#N/A,330.4812838,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,260.7142857
11/22/2021,#N/A,#N/A,#N/A,404.5454505,139.5721916,336.898396,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,265.8571429
11/23/2021,#N/A,#N/A,114.9350389,424.0259755,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,277.5714286
11/24/2021,17.70401107,#N/A,#N/A,439.6103849,133.9572236,342.5133695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,278.5714286
11/25/2021,#N/A,178.3933518,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,288.1428571
11/26/2021,#N/A,#N/A,#N/A,450,#N/A,346.122995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,298.1428571
11/27/2021,#N/A,#N/A,#N/A,#N/A,127.1390324,340.5080214,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,303.2857143
11/28/2021,#N/A,#N/A,#N/A,460.3896107,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,300.1428571
11/29/2021,18.53388658,#N/A,113.6363693,#N/A,#N/A,333.6898413,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,299.4285714
11/30/2021,#N/A,#N/A,#N/A,465.5844138,118.3155206,325.2673809,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,298
12/1/2021,#N/A,173.9612188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,305.1428571
12/2/2021,#N/A,#N/A,#N/A,#N/A,#N/A,316.4438499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,312
12/3/2021,19.3637621,#N/A,#N/A,462.9870122,110.2941283,294.7860972,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,300.7142857
12/4/2021,#N/A,170.0831025,#N/A,450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,290.2857143
12/5/2021,#N/A,#N/A,109.7402536,#N/A,101.8716542,284.7593623,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,289.5714286
12/6/2021,#N/A,#N/A,#N/A,438.3116885,#N/A,274.7326163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,284.1428571
12/7/2021,#N/A,#N/A,#N/A,#N/A,#N/A,264.7058814,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,281.5714286
12/8/2021,20.74688797,#N/A,#N/A,418.8311635,95.4545447,243.0481287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,280
12/9/2021,#N/A,#N/A,#N/A,402.5974016,#N/A,233.8235352,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,272.1428571
12/10/2021,#N/A,166.7590028,#N/A,#N/A,88.23529379,222.1925174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,274.1428571
12/11/2021,#N/A,#N/A,105.1948031,389.6103849,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,277
12/12/2021,#N/A,#N/A,#N/A,#N/A,#N/A,212.5668421,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,276
12/13/2021,22.68326418,162.6038781,#N/A,369.4805161,81.81818432,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,272
12/14/2021,#N/A,#N/A,#N/A,353.2467542,#N/A,193.3155137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,262
12/15/2021,#N/A,#N/A,101.2986874,#N/A,74.59893341,182.8876971,#N/A,304.1017772,#N/A,#N/A,#N/A,#N/A,249.2857143
12/16/2021,#N/A,#N/A,#N/A,337.662327,#N/A,#N/A,215.7001068,#N/A,#N/A,#N/A,#N/A,#N/A,236.1428571
12/17/2021,23.5131397,158.1717452,#N/A,#N/A,#N/A,171.657761,212.1641255,#N/A,#N/A,#N/A,#N/A,#N/A,223.7142857
12/18/2021,#N/A,#N/A,#N/A,321.4285651,#N/A,#N/A,#N/A,314.7101097,#N/A,#N/A,#N/A,#N/A,209.8571429
12/19/2021,#N/A,#N/A,#N/A,#N/A,66.57754106,158.823542,219.2362824,#N/A,#N/A,#N/A,#N/A,#N/A,199.5714286
12/20/2021,#N/A,#N/A,94.80519689,299.3506474,#N/A,148.7967851,#N/A,332.390405,#N/A,#N/A,#N/A,#N/A,194.7142857
12/21/2021,#N/A,#N/A,#N/A,283.1168854,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,188.7142857
12/22/2021,25.17289073,#N/A,#N/A,#N/A,57.75400728,139.1711319,233.3804021,#N/A,#N/A,#N/A,#N/A,#N/A,182.5714286
12/23/2021,#N/A,#N/A,#N/A,264.285713,#N/A,#N/A,#N/A,385.4314849,#N/A,#N/A,#N/A,#N/A,176.4285714
12/24/2021,#N/A,#N/A,#N/A,#N/A,#N/A,127.9411738,254.5968729,#N/A,#N/A,#N/A,#N/A,#N/A,170.5714286
12/25/2021,#N/A,154.2936288,88.31167071,#N/A,#N/A,#N/A,#N/A,449.0807031,#N/A,#N/A,#N/A,#N/A,164.4285714
12/26/2021,#N/A,#N/A,#N/A,247.4025984,48.93049552,117.1122974,300.5657959,516.2659027,#N/A,#N/A,#N/A,#N/A,160.8571429
12/27/2021,27.66251729,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,157.5714286
12/28/2021,#N/A,#N/A,#N/A,231.1688187,#N/A,107.8877039,#N/A,611.73973,#N/A,#N/A,#N/A,#N/A,157.2857143
12/29/2021,#N/A,#N/A,#N/A,#N/A,42.91444576,#N/A,350.0707002,703.677576,#N/A,#N/A,#N/A,#N/A,157.7142857
12/30/2021,#N/A,147.3684211,80.51947496,#N/A,#N/A,99.46525189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,154.1428571
12/31/2021,#N/A,#N/A,#N/A,212.3376462,#N/A,#N/A,392.5034476,806.2235603,#N/A,#N/A,#N/A,#N/A,152.7142857
1/1/2022,29.5988935,#N/A,#N/A,198.7012948,36.89839599,#N/A,445.5445275,901.6973876,#N/A,#N/A,#N/A,#N/A,148.7142857
1/2/2022,#N/A,#N/A,#N/A,#N/A,#N/A,89.83957667,#N/A,1011.315335,#N/A,#N/A,#N/A,#N/A,147.4285714
1/3/2022,#N/A,141.5512465,72.72727921,#N/A,#N/A,#N/A,#N/A,1110.325337,#N/A,#N/A,#N/A,#N/A,144.4285714
1/4/2022,#N/A,#N/A,#N/A,181.8181624,#N/A,81.81818432,505.6577644,1212.871322,#N/A,#N/A,#N/A,#N/A,136.4285714
1/5/2022,#N/A,#N/A,#N/A,#N/A,32.48662909,#N/A,565.770807,1315.417306,#N/A,#N/A,#N/A,#N/A,131.4285714
1/6/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1435.643586,#N/A,#N/A,#N/A,#N/A,127.4285714
1/7/2022,#N/A,#N/A,#N/A,165.5844004,#N/A,70.98930796,#N/A,1545.26163,#N/A,#N/A,#N/A,#N/A,124.5714286
1/8/2022,32.6417704,134.9030471,61.03893209,#N/A,#N/A,#N/A,615.2759056,1647.807614,#N/A,#N/A,#N/A,#N/A,126.8571429
1/9/2022,#N/A,#N/A,#N/A,#N/A,27.6738025,64.57219849,#N/A,1817.538895,109.9830813,162.4365666,#N/A,#N/A,126.1428571
1/10/2022,#N/A,#N/A,#N/A,146.753228,#N/A,#N/A,661.2446344,1920.084879,#N/A,#N/A,#N/A,#N/A,127.5714286
1/11/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2026.166845,116.751291,174.280887,#N/A,#N/A,126.8571429
1/12/2022,#N/A,#N/A,#N/A,#N/A,#N/A,57.75400728,707.2135573,2128.712829,#N/A,#N/A,#N/A,#N/A,119.2857143
1/13/2022,#N/A,129.3628809,53.89610679,#N/A,23.26203561,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,118
1/14/2022,34.57814661,#N/A,#N/A,131.1688365,#N/A,#N/A,#N/A,2227.722735,#N/A,191.2014111,#N/A,#N/A,117
1/15/2022,#N/A,#N/A,#N/A,#N/A,#N/A,51.33689781,742.574342,2305.516267,121.8274947,#N/A,#N/A,#N/A,113.8571429
1/16/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2365.629407,#N/A,#N/A,#N/A,#N/A,111.4285714
1/17/2022,#N/A,#N/A,#N/A,118.1818198,#N/A,#N/A,753.1824803,2422.206468,#N/A,#N/A,#N/A,#N/A,106.7142857
1/18/2022,#N/A,122.9916898,#N/A,#N/A,19.25135045,#N/A,#N/A,2485.855686,126.9036054,216.5820578,#N/A,147.2753664,100.1428571
1/19/2022,#N/A,#N/A,44.15583535,#N/A,#N/A,#N/A,#N/A,2514.144265,#N/A,#N/A,88.36518748,#N/A,102.1428571
1/20/2022,34.85477178,#N/A,#N/A,#N/A,#N/A,44.51872863,#N/A,#N/A,#N/A,252.115112,#N/A,#N/A,106.8571429
1/21/2022,#N/A,#N/A,#N/A,106.4935083,#N/A,#N/A,746.1103234,2492.927843,137.0559199,#N/A,#N/A,162.0029516,108.1428571
1/22/2022,#N/A,#N/A,#N/A,#N/A,17.24598584,#N/A,#N/A,2429.278625,#N/A,302.8764984,91.31070452,#N/A,107.7142857
1/23/2022,#N/A,116.066482,#N/A,#N/A,#N/A,38.50267886,714.2857143,#N/A,#N/A,#N/A,#N/A,187.039725,108
1/24/2022,#N/A,#N/A,37.66230917,#N/A,#N/A,#N/A,#N/A,2376.237593,152.2843451,365.4822981,#N/A,#N/A,114.4285714
1/25/2022,#N/A,#N/A,#N/A,97.40257169,#N/A,#N/A,#N/A,2316.124454,#N/A,429.7801038,98.67445666,#N/A,121.7142857
1/26/2022,#N/A,#N/A,#N/A,#N/A,13.63636038,#N/A,664.7808099,2252.475236,#N/A,494.0779095,#N/A,219.4403315,125.2857143
1/27/2022,#N/A,#N/A,#N/A,#N/A,#N/A,34.4919937,629.4200252,2160.537438,#N/A,#N/A,#N/A,#N/A,127.7142857
1/28/2022,34.30152144,#N/A,#N/A,85.71426024,#N/A,#N/A,#N/A,#N/A,169.2047763,549.9154067,#N/A,254.7864551,131.4285714
1/29/2022,#N/A,109.6952909,31.81815344,#N/A,#N/A,#N/A,590.5232592,2089.816063,#N/A,663.2825928,114.8747599,#N/A,137.1428571
1/30/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2019.094785,#N/A,730.9645033,#N/A,298.9690488,144
1/31/2022,#N/A,#N/A,#N/A,#N/A,10.82887636,28.87700364,544.5545304,1948.37341,191.2014111,786.802047,#N/A,337.2606894,145.5714286
2/1/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1842.291347,#N/A,#N/A,144.3298494,387.3343172,157.8571429
2/2/2022,#N/A,103.601108,#N/A,75.32465402,#N/A,#N/A,505.6577644,1775.10605,#N/A,923.8578739,#N/A,#N/A,#N/A
2/3/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1711.456832,208.1218423,1057.529643,#N/A,434.462428,#N/A
2/4/2022,34.30152144,#N/A,25.97399772,#N/A,#N/A,#N/A,459.6888414,1640.735457,#N/A,1116.751291,170.8394218,480.1178207,#N/A
2/5/2022,#N/A,#N/A,#N/A,#N/A,9.224593489,24.06417704,#N/A,1552.333787,218.2741567,1235.194588,#N/A,524.3004144,#N/A
2/6/2022,#N/A,#N/A,#N/A,65.58441825,#N/A,#N/A,392.5034476,#N/A,#N/A,#N/A,#N/A,577.3195593,#N/A
2/7/2022,#N/A,96.67590028,#N/A,#N/A,#N/A,#N/A,#N/A,1456.859959,#N/A,1363.790188,192.9307591,618.5566764,#N/A
2/8/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,350.0707002,1379.066427,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1255.304069,#N/A,#N/A,#N/A,673.0485798,#N/A
2/10/2022,32.91839557,#N/A,#N/A,#N/A,8.422474082,#N/A,286.421482,1156.29426,233.5025819,#N/A,226.8040837,746.6863034,#N/A
2/11/2022,#N/A,90.85872576,21.42854722,#N/A,#N/A,20.85561129,#N/A,#N/A,#N/A,#N/A,#N/A,808.541959,#N/A
2/12/2022,#N/A,#N/A,#N/A,56.49348159,#N/A,#N/A,#N/A,1064.356414,#N/A,#N/A,256.2591731,871.870373,#N/A
2/13/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,236.9165776,983.026901,248.7310072,#N/A,#N/A,916.0530072,#N/A
2/14/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,908.7693503,#N/A,#N/A,#N/A,#N/A,#N/A
2/15/2022,#N/A,86.4265928,#N/A,#N/A,8.021392348,#N/A,#N/A,841.5841507,#N/A,#N/A,296.0235318,963.1811382,#N/A
2/16/2022,31.53526971,#N/A,#N/A,#N/A,#N/A,#N/A,194.4838302,#N/A,257.1912227,#N/A,#N/A,1007.363772,#N/A
2/17/2022,#N/A,#N/A,17.53246719,#N/A,#N/A,18.44920901,#N/A,739.0381665,#N/A,#N/A,#N/A,#N/A,#N/A
2/18/2022,#N/A,#N/A,#N/A,45.45454059,#N/A,#N/A,#N/A,640.0283578,#N/A,#N/A,335.7878904,1047.128131,#N/A
2/19/2022,#N/A,81.44044321,#N/A,#N/A,7.620332644,#N/A,155.5870642,#N/A,270.727642,1372.250426,#N/A,#N/A,#N/A
2/20/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,562.2348257,#N/A,#N/A,371.1340139,#N/A,#N/A
2/21/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,484.4412936,#N/A,1294.416248,#N/A,#N/A,#N/A
2/22/2022,29.5988935,#N/A,15.5843915,#N/A,#N/A,17.64706757,127.2984364,#N/A,#N/A,#N/A,#N/A,1048.600879,#N/A
2/23/2022,#N/A,75.90027701,#N/A,#N/A,#N/A,#N/A,#N/A,420.7920754,277.4957587,1219.966163,#N/A,#N/A,#N/A
2/24/2022,#N/A,#N/A,#N/A,35.71426915,6.016049769,#N/A,109.6181412,#N/A,#N/A,1157.360409,#N/A,1008.836531,#N/A
2/25/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.5347189,#N/A,#N/A,407.9528555,#N/A,#N/A
2/26/2022,27.93914246,72.02216066,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,279.1878576,1084.602388,#N/A,967.5994137,#N/A
2/27/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91.93784598,#N/A,#N/A,1025.38074,#N/A,930.7805519,#N/A
2/28/2022,#N/A,#N/A,12.98701669,#N/A,7.21925091,16.0427847,#N/A,279.349325,#N/A,#N/A,#N/A,898.3799656,#N/A
3/1/2022,#N/A,#N/A,#N/A,29.87011342,#N/A,#N/A,#N/A,#N/A,#N/A,961.082934,425.6258769,#N/A,#N/A
3/2/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.25735651,212.1641255,272.419648,#N/A,#N/A,855.6701102,#N/A
3/3/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,910.3215011,#N/A,810.0147175,#N/A
3/4/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/5/2022,#N/A,#N/A,10.38960622,#N/A,6.818191207,15.24064326,60.11323687,155.5870642,#N/A,839.2555323,421.2076418,764.3593248,#N/A
3/6/2022,#N/A,#N/A,#N/A,25.32466293,#N/A,#N/A,#N/A,#N/A,258.8833216,#N/A,#N/A,730.4860002,#N/A
3/7/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.50490434,#N/A,#N/A,786.802047,#N/A,692.1944001,#N/A
3/8/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130.834612,#N/A,#N/A,407.9528555,#N/A,#N/A
3/9/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,727.5803985,#N/A,643.5934903,#N/A
